study_name	BioProject	sample_id	NCBI_accession	uuid
WallenZD_2022	PRJNA834801	SAMN28061762	SRR19064452	af3d7efb-4968-463c-bf2b-f0e69c4513e7
WallenZD_2022	PRJNA834801	SAMN28061763	SRR19064451	7cbfa825-e004-4166-b0fd-eb757bba81df
WallenZD_2022	PRJNA834801	SAMN28061764	SRR19064449	7ac8be7e-0ade-4807-8d96-840d11656bd0
WallenZD_2022	PRJNA834801	SAMN28061765	SRR19064448	da3bd88f-c992-43cf-9cec-be30c5d0133d
WallenZD_2022	PRJNA834801	SAMN28061766	SRR19064447	bc883539-45b2-4d2d-bc35-d9f7eddb34f7
WallenZD_2022	PRJNA834801	SAMN28061767	SRR19064446	652562f9-c650-46c1-93e2-b4519a858eac
WallenZD_2022	PRJNA834801	SAMN28061768	SRR19064445	c34a8e74-64c1-421f-9d61-c88486146199
WallenZD_2022	PRJNA834801	SAMN28061769	SRR19064444	c98c2ab8-5387-429a-a746-e8a0c4ca4167
WallenZD_2022	PRJNA834801	SAMN28061770	SRR19064443	f84b5d59-6bd4-4768-8c1d-288e23a97579
WallenZD_2022	PRJNA834801	SAMN28061771	SRR19064442	40aae460-27c1-4138-b0e0-b6df2fa5fb4b
WallenZD_2022	PRJNA834801	SAMN28061772	SRR19064441	7bdca74a-4572-41ff-b314-2416fa254603
WallenZD_2022	PRJNA834801	SAMN28061773	SRR19064440	8745569e-35ab-451d-8116-db426fbaba31
WallenZD_2022	PRJNA834801	SAMN28061774	SRR19064438	c30b362c-4d47-4956-b12e-079b21497ba8
WallenZD_2022	PRJNA834801	SAMN28061775	SRR19064437	66dd0b52-c0e3-4a75-af79-3bf389cf2b42
WallenZD_2022	PRJNA834801	SAMN28061776	SRR19064436	8d05880f-fc41-4071-ae34-a06ed3bc2a7e
WallenZD_2022	PRJNA834801	SAMN28061777	SRR19064435	120e6560-c4d8-4371-9bd8-e4800628221b
WallenZD_2022	PRJNA834801	SAMN28061778	SRR19064434	b0be5985-b4e5-4794-b4f1-fe7e9f030c4d
WallenZD_2022	PRJNA834801	SAMN28061779	SRR19064433	3200b4db-bf1f-4564-9314-5ecd35ee129d
WallenZD_2022	PRJNA834801	SAMN28061780	SRR19064936	cbfdfd63-87be-458f-807f-1b248d064a70
WallenZD_2022	PRJNA834801	SAMN28061781	SRR19064934	8a3da976-05ed-4dfd-82c5-652b74d63b8d
WallenZD_2022	PRJNA834801	SAMN28061782	SRR19064933	dc640ce4-6875-4d58-b0d4-4655562b2c01
WallenZD_2022	PRJNA834801	SAMN28061783	SRR19064932	128696fe-3a3e-4c39-874f-341119c7f8c6
WallenZD_2022	PRJNA834801	SAMN28061784	SRR19064930	830e0f93-d2d1-4228-8904-2d41cd760be4
WallenZD_2022	PRJNA834801	SAMN28061785	SRR19064929	8280682b-4f73-4b48-8e7a-ec1bac30fea6
WallenZD_2022	PRJNA834801	SAMN28061786	SRR19064928	e546ef38-172a-4309-b9b2-35d0b99bf418
WallenZD_2022	PRJNA834801	SAMN28061787	SRR19064927	2357a5a5-8380-45ee-93d4-6539c4f319e0
WallenZD_2022	PRJNA834801	SAMN28061788	SRR19064926	565b23c6-2cdd-4414-b536-da7aa6a1517f
WallenZD_2022	PRJNA834801	SAMN28061789	SRR19064925	3944dcc2-572d-4e54-82b1-e7100d63512d
WallenZD_2022	PRJNA834801	SAMN28061790	SRR19064924	6f048e8c-6855-4084-8542-a3e6976160a9
WallenZD_2022	PRJNA834801	SAMN28061791	SRR19064923	cfd52666-98a5-49d1-8674-9888105860a3
WallenZD_2022	PRJNA834801	SAMN28061792	SRR19064922	3f48f20d-22b3-49cf-ab6f-23c84b05f363
WallenZD_2022	PRJNA834801	SAMN28061793	SRR19064921	12ffe61c-6d3d-4b88-9204-26aba958dd5d
WallenZD_2022	PRJNA834801	SAMN28061794	SRR19064919	92ee51c8-b2f8-4a5f-a6cf-c4dae2496869
WallenZD_2022	PRJNA834801	SAMN28061795	SRR19064918	4b78d880-42e4-4e63-a0ac-e311aeac9974
WallenZD_2022	PRJNA834801	SAMN28061796	SRR19064917	2dc4a917-1276-468b-85f5-f35a0045b23a
WallenZD_2022	PRJNA834801	SAMN28061797	SRR19064916	625efcdb-904f-429c-87d5-40818bbdea63
WallenZD_2022	PRJNA834801	SAMN28061798	SRR19064681	874af547-f4d8-4ad1-b7e7-5e82f8b5d114
WallenZD_2022	PRJNA834801	SAMN28061799	SRR19064680	1690ce17-8c39-4460-a683-76f317c3a48c
WallenZD_2022	PRJNA834801	SAMN28061800	SRR19064679	eabdbc56-f001-4046-af18-a0c55197278b
WallenZD_2022	PRJNA834801	SAMN28061801	SRR19064678	6b85235d-dd88-4f87-aaba-c969ffa97829
WallenZD_2022	PRJNA834801	SAMN28061802	SRR19064677	71236e19-4744-4709-9f5d-d9a19d538468
WallenZD_2022	PRJNA834801	SAMN28061803	SRR19064676	d3801b26-1ec3-4d37-9e6c-aff7c585e699
WallenZD_2022	PRJNA834801	SAMN28061804	SRR19064674	8682b1e9-852e-490b-bb31-93583fab2edc
WallenZD_2022	PRJNA834801	SAMN28061805	SRR19064673	c75212ad-61d0-475a-ab14-43ae47a7eb90
WallenZD_2022	PRJNA834801	SAMN28061806	SRR19064672	047ab526-9780-4b89-bdc3-8ca847db7810
WallenZD_2022	PRJNA834801	SAMN28061807	SRR19064671	87b49101-fd3f-4a06-8517-eeeab8bd1324
WallenZD_2022	PRJNA834801	SAMN28061808	SRR19064670	1493309b-b47b-4e77-afbd-8c104d55050e
WallenZD_2022	PRJNA834801	SAMN28061809	SRR19064669	0808b05a-290d-4c43-888f-60c098d598f0
WallenZD_2022	PRJNA834801	SAMN28061810	SRR19064668	135a3bd0-fdae-450d-959f-9cc83d1420b4
WallenZD_2022	PRJNA834801	SAMN28061811	SRR19064667	e8f45e82-6070-4ebc-b8b7-249ba91349ae
WallenZD_2022	PRJNA834801	SAMN28061812	SRR19064666	0fa09ae3-3aec-414e-8ce0-17f687cc7f8d
WallenZD_2022	PRJNA834801	SAMN28061813	SRR19064665	2a6d8472-ea7e-4737-aff9-e127cfef2556
WallenZD_2022	PRJNA834801	SAMN28061814	SRR19064663	b6ed1d32-e3c5-4bd4-a2a3-2f27d8c45cfd
WallenZD_2022	PRJNA834801	SAMN28061815	SRR19064662	7397e133-d846-411f-9e9b-a3b1bb4da839
WallenZD_2022	PRJNA834801	SAMN28061816	SRR19064661	7499be66-7db3-46fb-99cc-347cd8600fe8
WallenZD_2022	PRJNA834801	SAMN28061817	SRR19064660	f28fca4d-4dfc-4dcd-9853-6b3898e61a0a
WallenZD_2022	PRJNA834801	SAMN28061818	SRR19064659	e47cd2b1-e9e5-4e99-954b-08209aa7f455
WallenZD_2022	PRJNA834801	SAMN28061819	SRR19064658	e95499cd-0aa3-44a1-aa79-e1dd3c72bcf8
WallenZD_2022	PRJNA834801	SAMN28061820	SRR19064657	edef727d-2ab1-4497-ba12-d9c1842033d7
WallenZD_2022	PRJNA834801	SAMN28061821	SRR19064656	c1250982-43f5-42f5-a52d-cf07e6cd5782
WallenZD_2022	PRJNA834801	SAMN28061822	SRR19064655	a20bc61e-7b7f-45a1-a6e7-b93f3aede45b
WallenZD_2022	PRJNA834801	SAMN28061823	SRR19064654	a8753666-bf71-413b-9c7e-0b6c963d7604
WallenZD_2022	PRJNA834801	SAMN28061824	SRR19064651	351ef501-690f-4585-88c1-b7b8a27ca62a
WallenZD_2022	PRJNA834801	SAMN28061825	SRR19064650	49fb2785-c9b2-4276-a616-097df1d36dc5
WallenZD_2022	PRJNA834801	SAMN28061826	SRR19064649	b4001959-f0ff-4076-92fe-85e43da2e4b1
WallenZD_2022	PRJNA834801	SAMN28061827	SRR19064648	204d7e51-a0dc-40da-ab97-4547c93dc2a7
WallenZD_2022	PRJNA834801	SAMN28061828	SRR19064647	a7643468-53c7-43e8-8e51-188562f0bd66
WallenZD_2022	PRJNA834801	SAMN28061829	SRR19064646	3a77ed96-a589-4120-b16f-e23740fbb4c8
WallenZD_2022	PRJNA834801	SAMN28061830	SRR19064645	03eedd00-5782-4513-8fce-e8590e49f276
WallenZD_2022	PRJNA834801	SAMN28061831	SRR19064644	cb183389-2512-47b2-a2e1-e947f8ce3bc7
WallenZD_2022	PRJNA834801	SAMN28061832	SRR19064643	24426488-f066-488c-be5f-0e864ae36f32
