study_name	BioProject	sample_id	NCBI_accession	uuid
NishiwakiH_2024	PRJDB15956	SAMD00618171	DRR480418	ee64575c-6b2e-4ffc-82d9-3dc1498c452b
NishiwakiH_2024	PRJDB15956	SAMD00618172	DRR480419	111af79c-2bd6-475f-af9e-794b2259f1e1
NishiwakiH_2024	PRJDB15956	SAMD00618173	DRR480420	4965ee92-638c-42f0-88b0-a32dc6add5c0
NishiwakiH_2024	PRJDB15956	SAMD00618174	DRR480421	2b9d353c-a024-4415-ba12-bdc55ab2231f
NishiwakiH_2024	PRJDB15956	SAMD00618175	DRR480422	48ba20d3-0275-4bb0-ac7a-895ad90003ed
NishiwakiH_2024	PRJDB15956	SAMD00618176	DRR480423	ee8bb6ba-6ef6-4ae9-b48d-ec129411ea9b
NishiwakiH_2024	PRJDB15956	SAMD00618177	DRR480424	3c6fdbc8-f091-4839-87fd-f9dbce49959b
NishiwakiH_2024	PRJDB15956	SAMD00618178	DRR480425	d25eee7c-84d0-4c19-8523-0c1ae83aeb14
NishiwakiH_2024	PRJDB15956	SAMD00618179	DRR480426	28a66448-70e6-4ebb-a9c7-1c782eeaa66a
NishiwakiH_2024	PRJDB15956	SAMD00618180	DRR480427	5e31a77c-acd8-45c2-a06d-0018b36e0b59
NishiwakiH_2024	PRJDB15956	SAMD00618181	DRR480428	ece5de09-c4a6-4fd9-a024-94ace21aea76
NishiwakiH_2024	PRJDB15956	SAMD00618182	DRR480429	9a1947e9-76e3-4f38-97c6-acd629a60847
NishiwakiH_2024	PRJDB15956	SAMD00618183	DRR480430	9a0c5b40-3d61-4fc8-b1db-3e886dffc9a3
NishiwakiH_2024	PRJDB15956	SAMD00618184	DRR480431	6fc7fe2f-6b5d-470f-9a9b-0a4245b55ab6
NishiwakiH_2024	PRJDB15956	SAMD00618185	DRR480432	31aff059-5250-4739-87ab-09cd903b2ab3
NishiwakiH_2024	PRJDB15956	SAMD00618186	DRR480433	9bf15d7e-f192-4415-9c03-d8a8c42f329d
NishiwakiH_2024	PRJDB15956	SAMD00618187	DRR480434	c168de01-a65f-483f-9572-dff37eed6b7d
NishiwakiH_2024	PRJDB15956	SAMD00618188	DRR480435	fa0c7f36-7a4c-443b-b28f-b621120a7bb7
NishiwakiH_2024	PRJDB15956	SAMD00618189	DRR480436	596c400d-c6d4-4c84-bf1d-d4e1b6093e58
NishiwakiH_2024	PRJDB15956	SAMD00618190	DRR480437	cfd30a99-391e-496a-8a19-3287dfe4ce8c
NishiwakiH_2024	PRJDB15956	SAMD00618191	DRR480438	e3ea5a06-2111-4c4f-8991-b35890ca7662
NishiwakiH_2024	PRJDB15956	SAMD00618192	DRR480439	f1872550-a3a2-4308-9337-c76a461c0a89
NishiwakiH_2024	PRJDB15956	SAMD00618193	DRR480440	a58f8bd3-29f8-403c-a7c9-916e90f59d7a
NishiwakiH_2024	PRJDB15956	SAMD00618194	DRR480441	f5eb9b9d-7224-4c85-851b-38a7865c08bf
NishiwakiH_2024	PRJDB15956	SAMD00618195	DRR480442	57a9f33e-9aee-40bc-a65c-4a8890cc7f9d
NishiwakiH_2024	PRJDB15956	SAMD00618196	DRR480443	2a5f866b-72d7-43f7-a5db-87364602f902
NishiwakiH_2024	PRJDB15956	SAMD00618197	DRR480444	b06081fc-9853-4884-b3c4-0b91967fb7ca
NishiwakiH_2024	PRJDB15956	SAMD00618198	DRR480445	a41d8a3b-2ffd-4294-b7d1-c27b3356f7b7
NishiwakiH_2024	PRJDB15956	SAMD00618199	DRR480446	b328699b-160b-4abe-b081-fe9ee5356359
NishiwakiH_2024	PRJDB15956	SAMD00618200	DRR480447	9f1425b6-9cc1-46e9-ac2a-02ea16794b0d
NishiwakiH_2024	PRJDB15956	SAMD00618201	DRR480448	0a575304-916a-4e20-986d-60895e5b1b20
NishiwakiH_2024	PRJDB15956	SAMD00618202	DRR480449	55e9b628-76f9-4238-b42e-af49a7a84690
